ID,INDIVIDUAL_ID,DATE,REGION,REEF,ZONING,SPECIES,LIFE_STAGE,FL,TL,Period
Plec23_D06,P.Ad-01506,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec23_D07,P.Ad-01508,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,481.958891,500,C
Plec23_D09,P.Ad-01510,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,481.958891,500,C
Plec23_E03,P.Ad-01518,22/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,501.0793499,520,C
Plec31_H09,P.Ad-01519,22/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,510.6395793,530,C
Plec23_E04,P.Ad-01520,22/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,481.958891,500,C
Plec23_E05,P.Ad-01521,22/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,481.958891,500,C
Plec28_D10,P.Ad-01523,22/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,481.958891,500,C
Plec23_E07,P.Ad-01524,22/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,529.7600382,550,C
Plec28_D11,P.Ad-01525,22/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,577.5611855,600,C
Plec23_E08,P.Ad-01529,23/05/2012,Keppel Islands,Big Peninsula,HPZ,P. maculatus,Adult,625.3623327,650,C
Plec23_E09,P.Ad-01530,23/05/2012,Keppel Islands,Big Peninsula,HPZ,P. maculatus,Adult,539.3202677,560,C
Plec23_E11,P.Ad-01532,23/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,481.958891,500,C
Plec23_F03,P.Ad-01538,23/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,720.9646272,750,C
Plec23_F06,P.Ad-01543,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,539.3202677,560,C
Plec23_F07,P.Ad-01544,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec23_F08,P.Ad-01546,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,625.3623327,650,C
Plec23_F09,P.Ad-01547,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,558.4407266,580,C
Plec23_F11,P.Ad-01549,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,654.043021,680,C
Plec23_F12,P.Ad-01550,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,481.958891,500,C
Plec23_G01,P.Ad-01551,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,520.1998088,540,C
Plec23_G03,P.Ad-01553,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,673.1634799,700,C
Plec23_G04,P.Ad-01554,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,577.5611855,600,C
Plec23_G05,P.Ad-01555,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec23_G06,P.Ad-01556,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,625.3623327,650,C
Plec23_G07,P.Ad-01557,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec23_G08,P.Ad-01558,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,481.958891,500,C
Plec23_G09,P.Ad-01560,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,625.3623327,650,C
Plec23_G10,P.Ad-01561,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,577.5611855,600,C
Plec28_E07,P.Ad-01562,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,481.958891,500,C
Plec23_G11,P.Ad-01563,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec23_G12,P.Ad-01564,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec23_H02,P.Ad-01566,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec23_H04,P.Ad-01568,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,673.1634799,700,C
Plec23_H05,P.Ad-01569,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec23_H06,P.Ad-01571,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec23_H07,P.Ad-01572,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec28_E09,P.Ad-01573,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,625.3623327,650,C
Plec28_E11,P.Ad-01576,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec23_H08,P.Ad-01577,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,577.5611855,600,C
Plec23_H09,P.Ad-01578,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,481.958891,500,C
Plec24_A01,P.Ad-01582,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec24_A02,P.Ad-01583,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec24_A03,P.Ad-01584,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,625.3623327,650,C
Plec24_A04,P.Ad-01585,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,481.958891,500,C
Plec24_A06,P.Ad-01589,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,548.8804971,570,C
Plec24_A08,P.Ad-01591,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,625.3623327,650,C
Plec24_A09,P.Ad-01592,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec24_A10,P.Ad-01594,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,673.1634799,700,C
Plec24_A11,P.Ad-01595,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,625.3623327,650,C
Plec24_A12,P.Ad-01596,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,577.5611855,600,C
Plec24_B01,P.Ad-01597,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,625.3623327,650,C
Plec24_B04,P.Ad-01600,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,501.0793499,520,C
Plec24_B07,P.Ad-01604,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,481.958891,500,C
Plec24_B11,P.Ad-01610,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec28_F07,P.Ad-01611,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec24_B12,P.Ad-01612,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,481.958891,500,C
Plec24_C01,P.Ad-01613,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,481.958891,500,C
Plec24_C02,P.Ad-01614,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,481.958891,500,C
Plec46_A02,P.Ad-01615,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,577.5611855,600,C
Plec28_F08,P.Ad-01616,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,577.5611855,600,C
Plec24_C04,P.Ad-01618,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec24_C05,P.Ad-01619,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,501.0793499,520,C
Plec24_C06,P.Ad-01621,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,481.958891,500,C
Plec28_F11,P.Ad-01625,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,501.0793499,520,C
Plec24_C11,P.Ad-01628,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec24_D02,P.Ad-01632,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,481.958891,500,C
Plec24_D04,P.Ad-01634,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,481.958891,500,C
Plec24_D05,P.Ad-01636,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,481.958891,500,C
Plec28_G03,P.Ad-01639,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,481.958891,500,C
Plec24_D07,P.Ad-01640,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec24_E01,P.Ad-01652,28/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec24_E04,P.Ad-01657,28/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,481.958891,500,C
Plec24_E05,P.Ad-01658,28/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec46_A06,P.Ad-01669,28/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,501.0793499,520,C
Plec24_E12,P.Ad-01670,28/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,625.3623327,650,C
Plec24_F01,P.Ad-01671,28/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,481.958891,500,C
Plec24_F02,P.Ad-01672,28/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,558.4407266,580,C
Plec24_F07,P.Ad-01682,28/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,625.3623327,650,C
Plec24_F10,P.Ad-01686,30/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,481.958891,500,C
Plec24_F11,P.Ad-01687,02/06/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,673.1634799,700,C
Plec28_H06,P.Ad-01689,02/06/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,673.1634799,700,C
Plec24_G02,P.Ad-01691,02/06/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec28_H07,P.Ad-01692,02/06/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,720.9646272,750,C
Plec24_G05,P.Ad-01695,02/06/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec28_H09,P.Ad-01697,03/06/2012,Keppel Islands,Barren South,HPZ,P. maculatus,Adult,529.7600382,550,C
Plec28_H10,P.Ad-01698,03/06/2012,Keppel Islands,Barren South,HPZ,P. maculatus,Adult,548.8804971,570,C
Plec46_A08,P.Ad-01704,03/06/2012,Keppel Islands,Barren North,HPZ,P. maculatus,Adult,587.1214149,610,C
Plec46_A10,P.Ad-01706,03/06/2012,Keppel Islands,Wyndham Cove,HPZ,P. maculatus,Adult,481.958891,500,C
Plec53_A03,P.Ad-02122,05/08/2013,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec53_A06,P.Ad-02125,05/08/2013,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,625.3623327,650,C
Plec53_A07,P.Ad-02126,05/08/2013,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,720.9646272,750,C
Plec53_A08,P.Ad-02127,05/08/2013,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,673.1634799,700,C
Plec54_A04,P.Ad-02131,06/08/2013,Keppel Islands,Egg Rock,MPZ,P. leopardus,Adult,481.958891,500,C
Plec53_A12,P.Ad-02132,06/08/2013,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,481.958891,500,C
Plec53_B01,P.Ad-02133,06/08/2013,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,481.958891,500,C
Plec54_A06,P.Ad-02135,06/08/2013,Keppel Islands,Egg Rock,MPZ,P. leopardus,Adult,625.3623327,650,C
Plec53_B03,P.Ad-02137,06/08/2013,Keppel Islands,Egg Rock,MPZ,P. leopardus,Adult,481.958891,500,C
Plec53_B05,P.Ad-02139,06/08/2013,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,625.3623327,650,C
Plec53_B06,P.Ad-02140,06/08/2013,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,481.958891,500,C
Plec53_B07,P.Ad-02141,06/08/2013,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,577.5611855,600,C
Plec53_B08,P.Ad-02143,06/08/2013,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,577.5611855,600,C
Plec54_A08,P.Ad-02145,06/08/2013,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,481.958891,500,C
Plec53_B11,P.Ad-02147,06/08/2013,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec01_A09,T33213,30/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,332.8193117,344,C
Plec01_A11,T24158,NA,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,NA,NA,C
Plec01_D12,T26202,NA,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,NA,NA,C
Plec01_F10,T26879,NA,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,NA,NA,C
Plec01_H07,T00768,21/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,479.0908222,497,C
Plec02_E04,T01938,NA,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,NA,NA,C
Plec02_G11,T16272,29/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,405.4770554,420,C
Plec03_A11,T49857,02/02/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,NA,NA,C
Plec03_C05,T25002,NA,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,NA,NA,C
Plec03_F09,T26447,NA,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,NA,NA,C
Plec03_F10,T26766,NA,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,NA,NA,C
Plec03_G02,T49865,02/02/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,NA,NA,C
Plec03_G12,R29858,NA,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,NA,NA,C
Plec03_H01,T26523,NA,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,NA,NA,C
Plec04_A02,BP_002,25/02/2009,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,NA,NA,C
Plec04_A09,BP_009,28/02/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,481.958891,500,C
Plec04_A10,BP_010,28/02/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec04_A11,BP_011,28/02/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,C
Plec04_A12,BP_012,28/02/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec04_B01,BP_013,28/02/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec04_B02,BP_014,28/02/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec04_B03,BP_015,28/02/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec04_B06,BP_018,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec04_B08,BP_020,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec04_B10,BP_022,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,C
Plec04_C02,BP_026,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec04_C04,BP_028,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec04_C07,BP_031,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec04_C08,BP_032,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec04_C09,BP_033,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec04_C10,BP_034,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec04_D01,BP_037,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec04_D02,BP_038,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec04_D03,BP_039,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,C
Plec04_D04,BP_040,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec04_D05,BP_041,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,625.3623327,650,C
Plec04_D06,BP_042,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec04_D07,BP_043,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,481.958891,500,C
Plec04_D08,BP_044,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec04_D09,BP_045,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,C
Plec04_D10,BP_046,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec04_D11,BP_047,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec04_E01,BP_049,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,577.5611855,600,C
Plec04_E02,BP_050,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,481.958891,500,C
Plec04_E03,BP_051,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec04_E04,BP_052,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,C
Plec04_E05,BP_053,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec04_E06,BP_054,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec04_E08,BP_056,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,481.958891,500,C
Plec04_E11,BP_059,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,C
Plec04_F01,BP_061,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec04_F02,BP_062,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec04_F03,BP_063,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec04_F04,BP_064,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec04_F06,BP_066,03/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,C
Plec04_F07,BP_067,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec04_F08,BP_068,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec04_F09,BP_069,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec04_F11,BP_071,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec04_G01,BP_073,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec04_G02,BP_074,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec04_G03,BP_075,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec04_G04,BP_076,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec04_G05,BP_077,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec04_G07,BP_079,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec04_G08,BP_080,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec04_G09,BP_081,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,C
Plec04_G10,BP_082,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec04_G11,BP_083,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,481.958891,500,C
Plec04_H01,BP_085,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec04_H02,BP_086,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec04_H05,BP_089,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec04_H07,BP_091,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,529.7600382,550,C
Plec04_H08,BP_092,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec04_H09,BP_093,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec04_H10,BP_094,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec04_H11,BP_095,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec05_A10,T26995,NA,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,NA,NA,C
Plec05_A12,T29596,NA,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,NA,NA,C
Plec05_B05,T19530,NA,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,NA,NA,C
Plec05_C03,T26974,01/02/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,545.0564054,566,C
Plec05_D03,T01052,22/11/2007,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,367.2361377,380,C
Plec05_D04,T01050,NA,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,NA,NA,C
Plec05_D08,T00951,22/11/2007,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,424.5975143,440,C
Plec05_F10,T01913,NA,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,NA,NA,C
Plec05_G11,T16293,NA,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,NA,NA,C
Plec05_H01,T01947,27/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,397.8288719,412,C
Plec06_D06,BP_097,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec06_D08,BP_099,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,C
Plec06_D09,BP_100,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec06_D11,BP_102,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec06_D12,BP_103,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec06_E01,BP_104,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec06_E02,BP_105,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec06_E03,BP_106,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec06_E04,BP_107,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec06_E06,BP_109,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec06_E08,BP_111,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,C
Plec06_E09,BP_112,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,C
Plec06_E10,BP_113,04/03/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,338.5554493,350,C
Plec06_G02,T16284,29/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,577.5611855,600,C
Plec06_G11,T00765,21/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,499.167304,518,C
Plec06_H02,T15859,NA,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,NA,NA,C
Plec06_H07,T19556,02/12/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,422.6854685,438,C
Plec06_H11,T01322,23/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,478.1347992,496,C
Plec03_F04,T26296,27/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,275,290,D
Plec05_F02,T19732,27/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,290,310,D
Plec05_F11,T01531,25/11/2007,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,290,305,D
Plec06_H09,T16020,28/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,290,310,D
Plec03_E07,T16032,29/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,295,310,D
Plec03_E02,T19282,30/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,300,320,D
Plec30_F10,P.Ad-01311,19/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,304,320,D
Plec03_A03,T25960,25/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,305,324,D
Plec05_H09,T26770,29/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,305,321,D
Plec22_H03,P.Ad-01235,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,310,325,D
Plec31_B07,P.Ad-01355,20/05/2012,Keppel Islands,Halfway Passage,MPZ,P. maculatus,Adult,310,331,D
Plec04_A08,BP_008,28/02/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,310,329,D
Plec04_A07,BP_007,28/02/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,311,330,D
Plec05_E09,T33335,01/02/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,311,329,D
Plec04_A06,BP_006,28/02/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,312,330,D
Plec05_C10,T26691,31/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,313,325,D
