ID,INDIVIDUAL_ID,DATE,REGION,REEF,ZONING,SPECIES,LIFE_STAGE,FL,TL,Period
Plec22_E10,P.Ad-01179,14/05/2012,Keppel Islands,Big Peninsula,HPZ,P. maculatus,Adult,443.7179732,460,D
Plec29_H04,P.Ad-01182,14/05/2012,Keppel Islands,Big Peninsula,HPZ,P. maculatus,Adult,424.5975143,440,D
Plec22_E11,P.Ad-01183,14/05/2012,Keppel Islands,Big Peninsula,HPZ,P. maculatus,Adult,720.9646272,750,D
Plec27_H04,P.Ad-01185,14/05/2012,Keppel Islands,Wyndham Cove,HPZ,P. maculatus,Adult,386.3565966,400,D
Plec22_E12,P.Ad-01187,15/05/2012,Keppel Islands,North Keppel Green East,MPZ,P. maculatus,Adult,501.0793499,520,D
Plec22_F01,P.Ad-01189,15/05/2012,Keppel Islands,North Keppel Green East,MPZ,P. maculatus,Adult,673.1634799,700,D
Plec22_F02,P.Ad-01190,15/05/2012,Keppel Islands,North Keppel Green East,MPZ,P. maculatus,Adult,462.8384321,480,D
Plec22_F03,P.Ad-01191,15/05/2012,Keppel Islands,North Keppel Green East,MPZ,P. maculatus,Adult,625.3623327,650,D
Plec27_H07,P.Ad-01192,15/05/2012,Keppel Islands,North Keppel Green East,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec27_H08,P.Ad-01193,15/05/2012,Keppel Islands,Corroboree Is,HPZ,P. maculatus,Adult,434.1577438,450,D
Plec27_H10,P.Ad-01195,15/05/2012,Keppel Islands,Corroboree Is,HPZ,P. maculatus,Adult,386.3565966,400,D
Plec22_F04,P.Ad-01196,15/05/2012,Keppel Islands,Corroboree Is,HPZ,P. maculatus,Adult,529.7600382,550,D
Plec27_H11,P.Ad-01197,16/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec22_F05,P.Ad-01198,16/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,462.8384321,480,D
Plec28_A01,P.Ad-01199,16/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,481.958891,500,D
Plec22_F06,P.Ad-01200,16/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,443.7179732,460,D
Plec22_F07,P.Ad-01201,16/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,424.5975143,440,D
Plec22_F08,P.Ad-01202,16/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,386.3565966,400,D
Plec22_F09,P.Ad-01203,16/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec22_F10,P.Ad-01206,16/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,443.7179732,460,D
Plec22_F12,P.Ad-01210,16/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,481.958891,500,D
Plec22_G01,P.Ad-01211,19/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,386.3565966,400,D
Plec22_G02,P.Ad-01214,19/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,501.0793499,520,D
Plec28_A07,P.Ad-01215,19/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,386.3565966,400,D
Plec28_A08,P.Ad-01216,19/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,415.0372849,430,D
Plec29_H06,P.Ad-01217,19/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,720.9646272,750,D
Plec22_G03,P.Ad-01218,19/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,481.958891,500,D
Plec22_G04,P.Ad-01219,19/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,625.3623327,650,D
Plec22_G05,P.Ad-01220,19/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,405.4770554,420,D
Plec22_G06,P.Ad-01222,19/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,558.4407266,580,D
Plec22_G07,P.Ad-01223,19/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,405.4770554,420,D
Plec29_H07,P.Ad-01224,19/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,415.0372849,430,D
Plec22_G08,P.Ad-01225,19/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec22_G09,P.Ad-01226,19/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,424.5975143,440,D
Plec22_G10,P.Ad-01227,19/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,625.3623327,650,D
Plec28_A10,P.Ad-01228,19/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,386.3565966,400,D
Plec22_G11,P.Ad-01229,19/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,405.4770554,420,D
Plec22_G12,P.Ad-01230,19/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,654.043021,680,D
Plec22_H01,P.Ad-01231,19/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec28_A11,P.Ad-01232,19/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,415.0372849,430,D
Plec29_H08,P.Ad-01233,19/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,386.3565966,400,D
Plec22_H02,P.Ad-01234,19/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,453.2782027,470,D
Plec22_H04,P.Ad-01246,03/06/2012,Keppel Islands,Wyndham Cove,HPZ,P. maculatus,Adult,453.2782027,470,D
Plec22_H05,P.Ad-01247,03/06/2012,Keppel Islands,Wyndham Cove,HPZ,P. maculatus,Adult,405.4770554,420,D
Plec22_H06,P.Ad-01426,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec22_H07,P.Ad-01427,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec22_H08,P.Ad-01428,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec22_H09,P.Ad-01430,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,481.958891,500,D
Plec22_H10,P.Ad-01431,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec22_H11,P.Ad-01433,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,462.8384321,480,D
Plec23_A01,P.Ad-01434,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,367.2361377,380,D
Plec23_A02,P.Ad-01435,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,443.7179732,460,D
Plec23_A04,P.Ad-01437,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,481.958891,500,D
Plec28_B04,P.Ad-01439,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,424.5975143,440,D
Plec28_B05,P.Ad-01440,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec23_A05,P.Ad-01442,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,720.9646272,750,D
Plec23_A06,P.Ad-01443,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,625.3623327,650,D
Plec23_A07,P.Ad-01444,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec23_A08,P.Ad-01445,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,462.8384321,480,D
Plec28_B07,P.Ad-01446,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec23_A09,P.Ad-01447,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec28_B08,P.Ad-01448,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,415.0372849,430,D
Plec28_B09,P.Ad-01449,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec28_B10,P.Ad-01450,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,654.043021,680,D
Plec28_B11,P.Ad-01451,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,673.1634799,700,D
Plec23_A10,P.Ad-01452,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,577.5611855,600,D
Plec28_B12,P.Ad-01453,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,577.5611855,600,D
Plec23_A11,P.Ad-01454,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec23_A12,P.Ad-01456,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec28_C02,P.Ad-01457,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec28_C03,P.Ad-01458,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec28_C05,P.Ad-01460,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,405.4770554,420,D
Plec28_C06,P.Ad-01461,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,520.1998088,540,D
Plec23_B01,P.Ad-01462,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,481.958891,500,D
Plec23_B02,P.Ad-01463,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec23_B03,P.Ad-01464,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,577.5611855,600,D
Plec23_B04,P.Ad-01465,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,577.5611855,600,D
Plec23_B05,P.Ad-01466,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,405.4770554,420,D
Plec28_C07,P.Ad-01467,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec28_C08,P.Ad-01468,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,424.5975143,440,D
Plec28_C10,P.Ad-01471,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,481.958891,500,D
Plec23_B06,P.Ad-01474,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,462.8384321,480,D
Plec23_B07,P.Ad-01475,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,462.8384321,480,D
Plec23_B08,P.Ad-01476,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,405.4770554,420,D
Plec28_D01,P.Ad-01477,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,405.4770554,420,D
Plec23_B09,P.Ad-01478,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,501.0793499,520,D
Plec23_B10,P.Ad-01481,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec23_B11,P.Ad-01482,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,625.3623327,650,D
Plec23_B12,P.Ad-01483,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,424.5975143,440,D
Plec23_C01,P.Ad-01484,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,424.5975143,440,D
Plec23_C02,P.Ad-01485,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,462.8384321,480,D
Plec23_C03,P.Ad-01486,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,443.7179732,460,D
Plec23_C04,P.Ad-01487,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,481.958891,500,D
Plec23_C05,P.Ad-01488,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,462.8384321,480,D
Plec23_C06,P.Ad-01489,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,625.3623327,650,D
Plec23_C07,P.Ad-01490,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,453.2782027,470,D
Plec23_C08,P.Ad-01491,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,481.958891,500,D
Plec23_C09,P.Ad-01492,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,481.958891,500,D
Plec28_D04,P.Ad-01493,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,453.2782027,470,D
Plec23_C10,P.Ad-01494,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,481.958891,500,D
Plec23_C11,P.Ad-01495,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,481.958891,500,D
Plec23_D01,P.Ad-01498,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec23_D02,P.Ad-01499,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,D
Plec23_D03,P.Ad-01500,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec23_D04,P.Ad-01501,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec28_D06,P.Ad-01502,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,D
Plec23_D05,P.Ad-01503,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec28_D07,P.Ad-01504,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,367.2361377,380,D
Plec28_D08,P.Ad-01505,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,720.9646272,750,D
Plec23_D06,P.Ad-01506,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec28_D09,P.Ad-01507,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec23_D07,P.Ad-01508,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,481.958891,500,D
Plec23_D08,P.Ad-01509,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386.3565966,400,D
Plec23_D09,P.Ad-01510,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,481.958891,500,D
Plec23_D10,P.Ad-01511,21/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec23_D11,P.Ad-01512,22/05/2012,Keppel Islands,Halfway Blue,HPZ,P. maculatus,Adult,386.3565966,400,D
Plec23_D12,P.Ad-01513,22/05/2012,Keppel Islands,Halfway Blue,HPZ,P. maculatus,Adult,424.5975143,440,D
Plec23_E01,P.Ad-01514,22/05/2012,Keppel Islands,Halfway Blue,HPZ,P. maculatus,Adult,367.2361377,380,D
Plec23_E02,P.Ad-01515,22/05/2012,Keppel Islands,Halfway Blue,HPZ,P. maculatus,Adult,367.2361377,380,D
Plec31_H07,P.Ad-01516,22/05/2012,Keppel Islands,Halfway Blue,HPZ,P. maculatus,Adult,415.0372849,430,D
Plec31_H08,P.Ad-01517,22/05/2012,Keppel Islands,Halfway Blue,HPZ,P. maculatus,Adult,290.7543021,300,D
Plec23_E03,P.Ad-01518,22/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,501.0793499,520,D
Plec31_H09,P.Ad-01519,22/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,510.6395793,530,D
Plec23_E04,P.Ad-01520,22/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,481.958891,500,D
Plec23_E05,P.Ad-01521,22/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,481.958891,500,D
Plec23_E06,P.Ad-01522,22/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,434.1577438,450,D
Plec28_D10,P.Ad-01523,22/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,481.958891,500,D
Plec23_E07,P.Ad-01524,22/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,529.7600382,550,D
Plec28_D11,P.Ad-01525,22/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,577.5611855,600,D
Plec31_H10,P.Ad-01526,23/05/2012,Keppel Islands,Big Peninsula,HPZ,P. maculatus,Adult,453.2782027,470,D
Plec31_H11,P.Ad-01527,23/05/2012,Keppel Islands,Big Peninsula,HPZ,P. maculatus,Adult,443.7179732,460,D
Plec23_E08,P.Ad-01529,23/05/2012,Keppel Islands,Big Peninsula,HPZ,P. maculatus,Adult,625.3623327,650,D
Plec23_E09,P.Ad-01530,23/05/2012,Keppel Islands,Big Peninsula,HPZ,P. maculatus,Adult,539.3202677,560,D
Plec23_E11,P.Ad-01532,23/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,481.958891,500,D
Plec28_E01,P.Ad-01533,23/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,424.5975143,440,D
Plec23_E12,P.Ad-01534,23/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,443.7179732,460,D
Plec23_F01,P.Ad-01535,23/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,386.3565966,400,D
Plec23_F02,P.Ad-01536,23/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,405.4770554,420,D
Plec28_E02,P.Ad-01537,23/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,462.8384321,480,D
Plec23_F03,P.Ad-01538,23/05/2012,Keppel Islands,Passage Rocks,HPZ,P. maculatus,Adult,720.9646272,750,D
Plec23_F05,P.Ad-01541,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,405.4770554,420,D
Plec23_F06,P.Ad-01543,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,539.3202677,560,D
Plec23_F07,P.Ad-01544,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec23_F08,P.Ad-01546,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,625.3623327,650,D
Plec23_F09,P.Ad-01547,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,558.4407266,580,D
Plec23_F10,P.Ad-01548,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,424.5975143,440,D
Plec23_F11,P.Ad-01549,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,654.043021,680,D
Plec23_F12,P.Ad-01550,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,481.958891,500,D
Plec23_G01,P.Ad-01551,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,520.1998088,540,D
Plec23_G02,P.Ad-01552,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,443.7179732,460,D
Plec23_G03,P.Ad-01553,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,673.1634799,700,D
Plec23_G04,P.Ad-01554,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,577.5611855,600,D
Plec23_G05,P.Ad-01555,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec23_G06,P.Ad-01556,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,625.3623327,650,D
Plec23_G07,P.Ad-01557,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec23_G08,P.Ad-01558,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,481.958891,500,D
Plec23_G09,P.Ad-01560,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,625.3623327,650,D
Plec23_G10,P.Ad-01561,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,577.5611855,600,D
Plec28_E07,P.Ad-01562,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,481.958891,500,D
Plec23_G11,P.Ad-01563,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec23_G12,P.Ad-01564,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec23_H02,P.Ad-01566,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec23_H04,P.Ad-01568,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,673.1634799,700,D
Plec23_H05,P.Ad-01569,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec23_H06,P.Ad-01571,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec23_H07,P.Ad-01572,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec28_E09,P.Ad-01573,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,625.3623327,650,D
Plec28_E11,P.Ad-01576,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec23_H08,P.Ad-01577,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,577.5611855,600,D
Plec23_H09,P.Ad-01578,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,481.958891,500,D
Plec23_H10,P.Ad-01580,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,424.5975143,440,D
Plec23_H11,P.Ad-01581,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,462.8384321,480,D
Plec24_A01,P.Ad-01582,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec24_A02,P.Ad-01583,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec24_A03,P.Ad-01584,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,625.3623327,650,D
Plec24_A04,P.Ad-01585,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,481.958891,500,D
Plec24_A06,P.Ad-01589,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,548.8804971,570,D
Plec24_A07,P.Ad-01590,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec24_A08,P.Ad-01591,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,625.3623327,650,D
Plec24_A09,P.Ad-01592,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec24_A10,P.Ad-01594,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,673.1634799,700,D
Plec24_A11,P.Ad-01595,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,625.3623327,650,D
Plec24_A12,P.Ad-01596,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,577.5611855,600,D
Plec24_B01,P.Ad-01597,25/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,625.3623327,650,D
Plec24_B02,P.Ad-01598,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,443.7179732,460,D
Plec24_B03,P.Ad-01599,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,386.3565966,400,D
Plec24_B04,P.Ad-01600,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,501.0793499,520,D
Plec24_B05,P.Ad-01601,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,386.3565966,400,D
Plec28_F04,P.Ad-01602,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,462.8384321,480,D
Plec24_B06,P.Ad-01603,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec24_B07,P.Ad-01604,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,481.958891,500,D
Plec24_B08,P.Ad-01605,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec24_B09,P.Ad-01606,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec28_F05,P.Ad-01607,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,434.1577438,450,D
Plec24_B11,P.Ad-01610,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec28_F07,P.Ad-01611,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec24_B12,P.Ad-01612,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,481.958891,500,D
Plec24_C01,P.Ad-01613,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,481.958891,500,D
Plec24_C02,P.Ad-01614,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,481.958891,500,D
Plec46_A02,P.Ad-01615,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,577.5611855,600,D
Plec28_F08,P.Ad-01616,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,577.5611855,600,D
Plec24_C04,P.Ad-01618,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec24_C05,P.Ad-01619,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,501.0793499,520,D
Plec28_F09,P.Ad-01620,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,443.7179732,460,D
Plec24_C06,P.Ad-01621,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,481.958891,500,D
Plec24_C07,P.Ad-01622,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,424.5975143,440,D
Plec24_C08,P.Ad-01624,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,405.4770554,420,D
Plec28_F11,P.Ad-01625,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,501.0793499,520,D
Plec24_C09,P.Ad-01626,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,424.5975143,440,D
Plec24_C10,P.Ad-01627,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,386.3565966,400,D
Plec24_C11,P.Ad-01628,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,529.7600382,550,D
Plec24_C12,P.Ad-01629,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,405.4770554,420,D
Plec28_F12,P.Ad-01630,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,386.3565966,400,D
Plec24_D01,P.Ad-01631,26/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,386.3565966,400,D
